i,x,y,yaw
73,7.289557128531184,-0.303968433061803,-0.107067969712000
74,7.388984498369175,-0.314654785437588,-0.108848285469488
75,7.488392685567005,-0.325518132897791,-0.110603923485359
76,7.587781647467711,-0.336555988319020,-0.112333557756402
77,7.687151369257224,-0.347765733698591,-0.114035862311926
78,7.786501864676545,-0.359144620284522,-0.115709511214444
79,7.885833176698374,-0.370689768703750,-0.117353178560228
80,7.985145378166480,-0.382398169088019,-0.118965538479700
81,8.084438572396103,-0.394266681196882,-0.120545265137672
82,8.183712893733695,-0.406292034537236,-0.122091032733419
83,8.282968508074287,-0.418470828478822,-0.123601515500580
84,8.382205613334792,-0.430799532365092,-0.125075387706882
85,8.481424439881552,-0.443274485618870,-0.126511323653669
86,8.580625250910428,-0.455891897842198,-0.127907997675255
87,8.679808342777749,-0.468647848909784,-0.129264084138058
88,8.778974045280432,-0.481538289055460,-0.130578257439540
89,8.878122721883583,-0.494559038951051,-0.131849192006926
90,8.977254769893893,-0.507705789777080,-0.133075562295710
91,9.076370620577135,-0.520974103284732,-0.134256042787921
92,9.175470739218099,-0.534359411848486,-0.135389307990167
93,9.274555625121254,-0.547857018508886,-0.136474032431427
94,9.373625811550461,-0.561462097004884,-0.137508890660599
95,9.472681865606051,-0.575169691795221,-0.138492557243794
96,9.571724388037572,-0.588974718068349,-0.139423706761362
97,9.670754012990512,-0.602871961740380,-0.140301013804650
98,9.769771407685315,-0.616856079440603,-0.141123152972487
99,9.868777272026962,-0.630921598484109,-0.141888798867380
100,9.967772338143455,-0.645062916831113,-0.142596626091422
101,10.066757369851450,-0.659274303032572,-0.143245309241901
102,10.165733162047372,-0.673549896161743,-0.143833522906606
103,10.264700540022249,-0.687883705731358,-0.144359941658818
104,10.363660358698569,-0.702269611596120,-0.144823240051989
105,10.462613501787422,-0.716701363840289,-0.145222092614086
106,10.561560880864169,-0.731172582650135,-0.145555173841607
107,10.660503434360916,-0.745676758171113,-0.145821158193261
108,10.759442126474008,-0.760207250349655,-0.146018720083295
109,10.858377945984799,-0.774757288759514,-0.146146533874465
110,10.957311904991897,-0.789319972412665,-0.146203273870659
111,11.056245037553126,-0.803888269554829,-0.146187614309138
112,11.155178398235369,-0.818455017445731,-0.146098229352407
113,11.254113060570520,-0.833012922124289,-0.145933793079707
114,11.353050115415680,-0.847554558158987,-0.145692979478114
115,11.451990669215816,-0.862072368383764,-0.145374462433242
116,11.550935842166970,-0.876558663619821,-0.144976915719545
117,11.649886766278222,-0.891005622383840,-0.144499012990208
118,11.748844583330484,-0.905405290583178,-0.143939427766615
119,11.847810442730266,-0.919749581198700,-0.143296833427401
120,11.946785499256503,-0.934030273955996,-0.142569903197067
121,12.045770910698527,-0.948239014985836,-0.141757310134153
122,12.144767835383274,-0.962367316474792,-0.140857727118973
123,12.243777429589750,-0.976406556307097,-0.139869826840889
124,12.342800844848853,-0.990347977698886,-0.138792281785125
125,12.441839225126534,-1.004182688826091,-0.137623764219118
126,12.540893703888367,-1.017901662447383,-0.136362946178388
127,12.639965401043492,-1.031495735523661,-0.135008499451928
128,12.739055419765979,-1.044955608835733,-0.133559095567105
129,12.838164843191572,-1.058271846601949,-0.132013405774060
130,12.937294730987807,-1.071434876097695,-0.130370101029604
131,13.036446115795481,-1.084434987278774,-0.128627851980608
132,13.135619999539447,-1.097262332410889,-0.126785328946861
133,13.234817349606686,-1.109906925707537,-0.124841201903416
134,13.334039094889642,-1.122358642978832,-0.122794140462385
135,13.433286121692765,-1.134607221293896,-0.120642813854207
136,13.532559269500240,-1.146642258659652,-0.118385890908355
137,13.631859326602873,-1.158453213718993,-0.116022040033490
138,13.731187025582104,-1.170029405471524,-0.113549929197049
139,13.830543038649145,-1.181360013020197,-0.110968225904261
140,13.929927972837245,-1.192434075347407,-0.108275597176580
141,14.029342365045103,-1.203240491124258,-0.105470709529532
142,14.128786676929463,-1.213768018556959,-0.102552228949964
143,14.228261289644971,-1.224005275274450,-0.099518820872686
144,14.327766498429385,-1.233940738261650,-0.096369150156506
145,14.427302507032278,-1.243562743842855,-0.093101881059643
146,14.526869421985394,-1.252859487720096,-0.089715677214505
147,14.626467246712892,-1.261819025071465,-0.086209201601841
148,14.726095875479746,-1.270429270714657,-0.082581116524240
149,14.825755087176635,-1.278677999341228,-0.078830083578979
150,14.925444538939702,-1.286552845827298,-0.074954763630209
151,15.025163759603689,-1.294041305626694,-0.070953816780473
152,15.124912142986965,-1.301130735252780,-0.066825902341545
153,15.224688941007106,-1.307808352855481,-0.062569678804577
154,15.324493256625773,-1.314061238900296,-0.058183803809556
155,15.424324036621718,-1.319876336956349,-0.053666934114056
156,15.524180064190896,-1.325240454600814,-0.049017725561271
157,15.624059951372789,-1.330140264447360,-0.044234833047335
158,15.723962131302159,-1.334562305306513,-0.039316910487900
159,15.823884850285621,-1.338492983486176,-0.034262610783981
160,15.923826159702607,-1.341918574240809,-0.029070585787050
161,16.023783907730422,-1.344825223378120,-0.023739486263370
162,16.123755730893343,-1.347198949032389,-0.018267961857559
163,16.223739045435849,-1.349025643613915,-0.012654661055380
164,16.323731038520382,-1.350291075944339,-0.006898231145741
165,16.423728659250170,-1.350980893587985,-0.000997318181896
166,16.523728609517995,-1.351080625389642,0.005049433058156
167,16.623727334681995,-1.350575684229561,0.011243379112092
168,16.723721014069888,-1.349451370006798,0.017585877874517
169,16.823705551313367,-1.347692872862330,0.024078288639047
170,16.923676564514675,-1.345285276653756,0.030721972141243
171,17.023629376247751,-1.342213562693710,0.037518290602403
172,17.123559003396711,-1.338462613764458,0.044468607774224
173,17.223460146834835,-1.334017218421523,0.051574288984343
174,17.323327180947622,-1.328862075599479,0.058836701182769
175,17.423154143003909,-1.322981799533447,0.066257212989215
176,17.522934722379588,-1.316360925010127,0.073837194741349
177,17.622662249638868,-1.308983912962562,0.081578018543962
178,17.722329685478570,-1.300835156423154,0.089481058319078
179,17.821929609541574,-1.291898986849789,0.097547689857009
180,17.921454209105963,-1.282159680840241,0.105779290868374
181,18.020895267657199,-1.271601467250354,0.114177241037086
182,18.120244153351141,-1.260208534731804,0.122742922074326
183,18.219491807376521,-1.247965039705536,0.131477717773512
184,18.318628732226134,-1.234855114787281,0.140383014066281
185,18.417644979886731,-1.220862877681811,0.149460199079495
186,18.516530139958437,-1.205972440562865,0.158710663193275
187,18.615273327715290,-1.190167919955923,0.168135799100098
188,18.713863172119339,-1.173433447141241,0.177737001864941
189,18.812287803801681,-1.155753179094763,0.187515668986519
190,18.910534843024671,-1.137111309984715,0.197473200459600
191,19.008591387640582,-1.117492083241860,0.207610998838438
192,19.106444001062954,-1.096879804221535,0.217930469301311
193,19.204078700267928,-1.075258853475688,0.228433019716213
194,19.301480943843977,-1.052613700653232,0.239120060707679
195,19.398635620109555,-1.028928919047084,0.249993005724790
196,19.495527035319387,-1.004189200806250,0.261053271110347
197,19.592138901981329,-0.978379372831325,0.272302276171251
198,19.688454327306996,-0.951484413371676,0.283741443250095
199,19.784455801820688,-0.923489469342496,0.295372197797986
200,19.880125188152491,-0.894379874379733,0.307195968448613
