i,x,y,yaw
79,6.598101306009990,3.300200346371547,1.152912387561189
80,6.638684045000184,3.391595320500620,1.167850334876756
81,6.677897053677597,3.483586298049862,1.182419334927191
82,6.715765731689482,3.576138787079775,1.196605779621805
83,6.752317652404468,3.669219166817104,1.210396094710916
84,6.787582530503125,3.762794742544357,1.223776738875630
85,6.821592187589510,3.856833794139248,1.236734202598049
86,6.854380516172672,3.951305618027233,1.249255006805690
87,6.885983442363521,4.046180562328538,1.261325701283930
88,6.916438887626085,4.141430054998363,1.272932862850280
89,6.945786729912798,4.237026624775287,1.284063093284272
90,6.974068764501350,4.332943914767926,1.294703017006690
91,7.001328664835540,4.429156688523650,1.304839278501792
92,7.027611943654781,4.525640828435399,1.314458539476087
93,7.052965914676331,4.622373326353308,1.323547475747052
94,7.077439655070921,4.719332266276856,1.332092773855031
95,7.101083968946493,4.816496799010531,1.340081127391334
96,7.123951352025932,4.913847108671560,1.347499233035320
97,7.146095957673347,5.011364370941994,1.354333786292919
98,7.167573564389318,5.109030702959502,1.360571476928765
99,7.188441544858808,5.206829104741561,1.366198984083681
100,7.208758836595947,5.304743392036460,1.371202971068858
101,7.228585914187760,5.402758120491771,1.375570079827551
102,7.247984763093895,5.500858501026797,1.379286925054606
103,7.267018854911612,5.599030306290196,1.382340087963494
104,7.285753123964512,5.697259768077653,1.384716109689865
105,7.304253945019701,5.795533465577462,1.386401484319920
106,7.322589111881062,5.893838204304371,1.387382651531031
107,7.340827816546032,5.992160885574483,1.387645988831201
108,7.359040628549474,6.090488366366616,1.387177803382932
109,7.377299474050804,6.188807309408934,1.385964323396029
110,7.395677614149188,6.287104023324122,1.383991689072664
111,7.414249621836269,6.385364292662604,1.381245943086789
112,7.433091356916188,6.483573197651806,1.377713020578560
113,7.452279938138451,6.581714923490903,1.373378738642945
114,7.471893711700244,6.679772559025658,1.368228785290041
115,7.492012215180837,6.777727884647604,1.362248707852835
116,7.512716135871550,6.875561149276934,1.355423900816191
117,7.534087262360189,6.973250836309940,1.347739593038768
118,7.556208428118654,7.070773418440883,1.339180834337238
119,7.579163445726533,7.168103101305988,1.329732481399719
120,7.603037030241727,7.265211555945097,1.319379182992598
121,7.627914710101537,7.362067640135987,1.308105364422015
122,7.653882723804233,7.458637108728998,1.295895211208020
123,7.681027900482015,7.554882313197231,1.282732651926002
124,7.709437522331853,7.650761890722110,1.268601340166127
125,7.739199166721273,7.746230443257684,1.253484635557429
126,7.770400525632418,7.841238207161997,1.237365583798693
127,7.803129199950543,7.935730714152648,1.220226895633320
128,7.837472465943438,8.029648444539093,1.202050924700031
129,7.873517011117732,8.122926473909242,1.182819644185384
130,7.911348636478198,8.215494114705502,1.162514622197646
131,7.951051922059361,8.307274554419314,1.141116995774560
132,7.992709852447520,8.398184492466676,1.118607443429810
133,8.036403398869075,8.488133778184281,1.094966156134562
134,8.082211054291584,8.577025052810606,1.070172806621144
135,8.130208317872116,8.664753398792854,1.044206516885733
136,8.180467124998579,8.751206000293474,1.017045823755652
137,8.233055219110524,8.836261819363502,0.988668642374497
138,8.288035461463982,8.919791292908801,0.959052227444622
139,8.345465075029338,9.001656056303890,0.928173132051369
140,8.405394818792388,9.081708700310788,0.896007163876725
141,8.467868088878841,9.159792568841395,0.862529338591502
142,8.532919943155495,9.235741606064845,0.827713830194589
143,8.600576046293300,9.309380262409231,0.791533918044920
144,8.670851532726944,9.380523470142048,0.753961930306377
145,8.743749785533414,9.448976700436639,0.714969183497448
146,8.819261130002294,9.514536115141944,0.674525917805837
147,8.897361441610187,9.576988827867254,0.632601227792756
148,8.978010669271248,9.636113290466710,0.589162988072054
149,9.061151276149676,9.691679822551109,0.544177773504802
150,9.146706602026175,9.743451303253966,0.497610773400037
151,9.234579153251527,9.791184046116156,0.449425699156085
152,9.324648828743415,9.834628879603995,0.399584684713494
153,9.416771093338737,9.873532457406423,0.348048179118942
154,9.510775113159164,9.907638824225543,0.294774830418391
155,9.606461871542693,9.936691264227237,0.239721360005785
156,9.703602288602911,9.960434460586766,0.182842426449082
157,9.801935372668295,9.978616995563774,0.124090477696345
158,9.901166437795915,9.990994221167202,0.063415590428804
159,10.000965428317913,9.997331530595501,0.000765295172383
