step,horizon_index,xref_x,xref_y,xref_v,xref_yaw,pred_x,pred_y,pred_v,pred_yaw
76,1,27.025250293779735,2.066144795139826,2.777777777777778,2.634462746003995,27.977824419016589,3.796765718725860,2.955321660961347,3.315790573018738
76,2,27.025250293779735,2.066144795139826,2.777777777777778,2.634462746003995,27.395691910169937,3.694321057573620,3.090669568782356,3.392145659064588
76,3,26.232726746496056,2.499757118116160,2.777777777777778,2.646329056016381,26.796829002248892,3.541049875779725,3.036862494979824,3.446077509454923
76,4,26.232726746496056,2.499757118116160,2.777777777777778,2.646329056016381,26.217357172685119,3.358941953549048,2.934849228806472,3.473639597750509
76,5,25.376277983039653,2.958190594397199,2.777777777777778,2.653104280632958,25.662408549762926,3.167585258073529,2.830810192381328,3.477535817075275
77,0,27.025250293779735,2.066144795139826,2.777777777777778,2.634462746003995,27.977824419016660,3.796765718725465,2.955321660961353,3.321992279119172
77,1,26.232726746496056,2.499757118116160,2.777777777777778,2.646329056016381,27.396351837762641,3.690715343715859,3.155321660492832,3.307430038558330
77,2,26.232726746496056,2.499757118116160,2.777777777777778,2.646329056016381,26.773943493770282,3.586540001326457,3.208351301151092,3.265448345300114
77,3,25.376277983039653,2.958190594397199,2.777777777777778,2.653104280632958,26.137181878372242,3.507262469363707,3.095327122155227,3.195998567752720
77,4,25.376277983039653,2.958190594397199,2.777777777777778,2.653104280632958,25.519021870944659,3.473589863082360,2.968433361496325,3.103147729861970
77,5,24.463724754086510,3.441190136066525,2.777777777777778,2.655851531497457,24.925768165278406,3.496405424874140,2.841382131741108,3.005182981335519
78,0,26.232726746496056,2.499757118116160,2.777777777777778,2.646329056016381,27.396351837762669,3.690715343715655,3.155321660492830,3.307411595480138
78,1,25.376277983039653,2.958190594397199,2.777777777777778,2.653104280632958,26.773943492338020,3.586551805024059,3.355321660454389,3.184298076064968
78,2,25.376277983039653,2.958190594397199,2.777777777777778,2.653104280632958,26.103420596888107,3.557898739267038,3.511821845133581,3.055994050024564
78,3,24.463724754086510,3.441190136066525,2.777777777777778,2.655851531497457,25.403376777674161,3.617906440004765,3.372075955143794,2.928267659325554
78,4,23.502887810312604,3.948500655207722,2.777777777777778,2.655248764939294,24.743907999953262,3.760672834366530,3.172075955945921,2.809186243738390
78,5,23.502887810312604,3.948500655207722,2.777777777777778,2.655248764939294,24.143945332102110,3.967706477151347,2.972075960170106,2.696983141208554
79,0,26.232726746496056,2.499757118116160,2.777777777777778,2.646329056016381,26.773943492338020,3.586551805024064,3.355321660454399,3.173508510738771
79,1,25.376277983039653,2.958190594397199,2.777777777777778,2.653104280632958,26.103220911661133,3.565137847549837,3.283972533709889,3.100758614163142
79,2,25.376277983039653,2.958190594397199,2.777777777777778,2.653104280632958,25.446967158619049,3.591948692567621,3.202339465457906,3.012723044276490
79,3,24.463724754086510,3.441190136066525,2.777777777777778,2.655851531497457,24.811775832846212,3.674258256920167,3.075167671147294,2.916185310966477
79,4,23.502887810312604,3.948500655207722,2.777777777777778,2.655248764939294,24.212215792121125,3.811737075161946,2.917567050446037,2.819675588129887
79,5,23.502887810312604,3.948500655207722,2.777777777777778,2.655248764939294,23.658531637940460,3.996400287336485,2.808272259698970,2.727092331641769
80,0,25.376277983039653,2.958190594397199,2.777777777777778,2.653104280632958,26.103220911661136,3.565137847549828,3.283972533709884,3.098923412832863
80,1,24.463724754086510,3.441190136066525,2.777777777777778,2.655851531497457,25.447024215301894,3.593154267264725,3.475023411688765,2.985573868991299
80,2,24.463724754086510,3.441190136066525,2.777777777777778,2.655851531497457,24.760461211808916,3.701148965595890,3.462642860667173,2.875180166063850
80,3,23.502887810312604,3.948500655207722,2.777777777777778,2.655248764939294,24.092363926927909,3.883472426749402,3.283829827754036,2.777257955387180
80,4,22.501587902393901,4.479867063904373,2.777777777777778,2.651724776734467,23.478707357025812,4.117496278424201,3.083829827912500,2.691503411327155
80,5,22.501587902393901,4.479867063904373,2.777777777777778,2.651724776734467,22.923366121112572,4.385818317778558,2.883829855093421,2.612939651512345
