step,target_index,state_x,state_y,state_v,state_yaw,xref0_x,xref0_y,xref0_v,xref0_yaw,xrefT_x,xrefT_y,xrefT_v,xrefT_yaw,control_a,control_delta,predT_x,predT_y,predT_v,predT_yaw
55,28,30.342213346599674,-0.656203362219150,1.643550338980631,0.735385117797947,30.141342719433336,-0.480104360007477,2.777777777777778,1.374300153787332,30.000000000000000,0.000000000000000,2.777777777777778,2.182674944354738,-0.409457127979963,0.785398162723864,31.364989026330896,0.811045047572096,2.339839679550398,1.302359727634447
56,28,30.585975674728143,-0.435680719264006,1.561658913384638,0.866869144739267,30.141342719433336,-0.480104360007477,2.777777777777778,1.374300153787332,30.000000000000000,0.000000000000000,2.777777777777778,2.182674944354738,-0.680915030563010,0.785398163339303,31.378419209066525,1.044809915790274,2.225475864700873,1.399010887533849
57,29,30.788121922416927,-0.197588222499634,1.425475907272036,0.991801857795509,30.128028753987202,-0.252912118218225,2.777777777777778,1.854743986537307,30.000000000000000,0.000000000000000,2.777777777777778,2.182674944354738,-0.305501852454735,0.785398163055840,31.378296506735712,1.295043658866895,2.164375529136325,1.498948510263239
58,29,30.944121036715529,0.041040231014553,1.364375536781089,1.105839930299359,30.128028753987202,-0.252912118218225,2.777777777777778,1.854743986537307,30.000000000000000,0.000000000000000,2.777777777777778,2.182674944354738,-0.455586980649375,0.785398163022329,31.354445835816236,1.506365227243654,2.073258136720871,1.587283780554393
59,29,31.066473821717732,0.284947221928861,1.273258140651214,1.214989973159958,30.128028753987202,-0.252912118218225,2.777777777777778,1.854743986537307,30.000000000000000,0.000000000000000,2.777777777777778,2.182674944354738,-0.427697372409847,0.785398162922372,31.317011590020247,1.699641289263901,1.987718662889953,1.667493730709106
60,30,31.155180780991994,0.523648975348684,1.187718666169245,1.316850624315272,30.000000000000000,0.000000000000000,2.777777777777778,2.182674944354738,29.755263513948151,0.279328556903339,2.777777777777778,2.371206353587148,0.228803607289382,0.785398163352368,31.258945163720711,1.975989102793647,2.033479386854616,1.774996628199310
61,30,31.214857720486044,0.753574372143596,1.233479387627121,1.411868117600245,30.000000000000000,0.000000000000000,2.777777777777778,2.182674944354738,29.755263513948151,0.279328556903339,2.777777777777778,2.371206353587148,-0.221325929744913,0.785398162950271,31.184407082034916,2.183327947994059,1.989214198681718,1.865027998276242
62,30,31.253899813562469,0.997161257989798,1.189214201678138,1.510546468522161,30.000000000000000,0.000000000000000,2.777777777777778,2.182674944354738,29.755263513948151,0.279328556903339,2.777777777777778,2.371206353587148,-0.251014928203401,0.785398162582101,31.097003863703389,2.370105850046778,1.939011210794620,1.948422262820272
63,30,31.268221142800400,1.234572538740687,1.139011216037458,1.605683604501273,30.000000000000000,0.000000000000000,2.777777777777778,2.182674944354738,29.755263513948151,0.279328556903339,2.777777777777778,2.371206353587148,-0.227265059531214,0.785398161840365,30.999607458418705,2.543545844845376,1.893558194303065,2.026295234624650
64,31,31.260275354740827,1.462236164431041,1.093558204131216,1.696804501500504,29.755263513948151,0.279328556903339,2.777777777777778,2.371206353587148,29.399677307667719,0.585008794609888,2.777777777777778,2.478837901285199,0.825701214580340,0.785398162389144,30.818547516159086,2.851225972399404,2.058698437577890,2.153113082284174
65,31,31.232788773994070,1.679213743253738,1.258698447047284,1.784289157654579,29.755263513948151,0.279328556903339,2.777777777777778,2.371206353587148,29.399677307667719,0.585008794609888,2.777777777777778,2.478837901285199,0.130153869429276,0.785398163223101,30.638802954563172,3.067584013162266,2.084729219366412,2.264526909897414
66,31,31.179451498323630,1.925238144986626,1.284729220933139,1.884985033383249,29.755263513948151,0.279328556903339,2.777777777777778,2.371206353587148,29.399677307667719,0.585008794609888,2.777777777777778,2.478837901285199,-0.053595222846264,0.785398162318151,30.451600108031144,3.244561574655417,2.074010167727398,2.362076800862216
67,31,31.100043671316563,2.169605826677136,1.274010176363886,1.987763370836043,29.755263513948151,0.279328556903339,2.777777777777778,2.371206353587148,29.399677307667719,0.585008794609888,2.777777777777778,2.478837901285199,-0.050594984088165,0.785398162964726,30.248252253882182,3.400348089461672,2.063891176180779,2.459760232593299
68,32,30.996851592954538,2.402576795131310,1.263891179546253,2.089684184856948,29.399677307667719,0.585008794609888,2.777777777777778,2.478837901285199,28.941062131834688,0.916785625203228,2.777777777777778,2.544921919054026,0.999999998933273,0.785398163327878,29.899192390869860,3.636756564501791,2.263891178647572,2.610245462039650
69,32,30.871495151784249,2.622082146333764,1.463891179332907,2.190795479206579,29.399677307667719,0.585008794609888,2.777777777777778,2.478837901285199,28.941062131834688,0.916785625203228,2.777777777777778,2.544921919054026,0.622144287982072,0.785398160897283,29.532803050083395,3.806619635959591,2.388319987729973,2.754598320433764
70,32,30.701380904474085,2.860368189272171,1.588320036929322,2.307906772967616,29.399677307667719,0.585008794609888,2.777777777777778,2.478837901285199,28.387238737125031,1.274403960766942,2.777777777777778,2.587580273292891,0.835008145460977,0.785398161707088,29.085854830404799,3.936944293351716,2.555321540060467,2.916035785013639
71,33,30.487862643254473,3.095571024531866,1.755321666021517,2.434972375492388,28.941062131834688,0.916785625203228,2.777777777777778,2.544921919054026,27.746027874214722,1.657608713384614,2.777777777777778,2.615811171700940,0.999999990435389,0.785398162427263,28.559072871753191,3.994054674073639,2.716549497393538,3.100470310786314
72,33,30.220856958284248,3.323505511263826,1.955321664108595,2.575398108501632,28.941062131834688,0.916785625203228,2.777777777777778,2.544921919054026,27.746027874214722,1.657608713384614,2.777777777777778,2.615811171700940,0.999999998232476,0.785398163263372,27.985851458676994,3.941981261930547,2.816549670481181,3.297239601562738
73,34,29.890818832616070,3.533281935131553,2.155321663755090,2.731823841588374,28.387238737125031,1.274403960766942,2.777777777777778,2.587580273292891,27.025250293779735,2.066144795139826,2.777777777777778,2.634462746003995,0.999999993624509,0.785398161821813,27.401066694163731,3.767697158876544,2.879300748669129,3.467768590986591
74,34,29.495441043471835,3.705016797117981,2.355321662479992,2.904249574145421,28.387238737125031,1.274403960766942,2.777777777777778,2.587580273292891,27.025250293779735,2.066144795139826,2.777777777777778,2.634462746003995,0.999999998497260,0.785398163221726,26.846867333812408,3.439908369978140,2.871982341444935,3.683391106733829
75,35,29.037582480114636,3.815773924700736,2.555321662179444,3.092675307077599,27.746027874214722,1.657608713384614,2.777777777777778,2.615811171700940,25.376277983039653,2.958190594397199,2.777777777777778,2.653104280632958,0.999999999725672,0.562383993404799,26.184119418583780,3.355144266828264,2.921867905174394,3.489624562748851
76,35,28.527129490412534,3.840763866523892,2.755321662124579,3.221519852876161,27.746027874214722,1.657608713384614,2.777777777777778,2.615811171700940,25.376277983039653,2.958190594397199,2.777777777777778,2.653104280632958,0.999999994183879,0.427675656888572,25.662408549762926,3.167585258073529,2.830810192381328,3.477535817075275
77,36,27.977824419016667,3.796765718725399,2.955321660961355,3.321992279119294,27.025250293779735,2.066144795139826,2.777777777777778,2.634462746003995,24.463724754086510,3.441190136066525,2.777777777777778,2.655851531497457,0.999999997657398,-0.061593297749631,24.925768165278406,3.496405424874140,2.841382131741108,3.005182981335519
78,37,27.396351837762669,3.690715343715656,3.155321660492834,3.307411595480136,26.232726746496056,2.499757118116160,2.777777777777778,2.646329056016381,23.502887810312604,3.948500655207722,2.777777777777778,2.655248764939294,0.999999999807821,-0.487721747027616,24.143945332102110,3.967706477151347,2.972075960170106,2.696983141208554
79,37,26.773943492338017,3.586551805024063,3.355321660454399,3.173508510738773,26.232726746496056,2.499757118116160,2.777777777777778,2.646329056016381,23.502887810312604,3.948500655207722,2.777777777777778,2.655248764939294,-0.356745633722547,-0.271024300863065,23.658531637940460,3.996400287336485,2.808272259698970,2.727092331641769
80,38,26.103220911661126,3.565137847549831,3.283972533709890,3.098923412832860,25.376277983039653,2.958190594397199,2.777777777777778,2.653104280632958,22.501587902393901,4.479867063904373,2.777777777777778,2.651724776734467,0.955254389894426,-0.431449801566681,22.923366121112572,4.385818317778558,2.883829855093421,2.612939651512345
